"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"EXAM","ExamWorks Group, Inc.","27.8","$1.17B","2010","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/exam",
"EXAR","Exar Corporation","5.43","$262.89M","1985","Technology","Semiconductors","http://www.nasdaq.com/symbol/exar",
"XCO","EXCO Resources NL","1.19","$336.83M","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xco",
"EXC","Exelon Corporation","27.84","$25.6B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/exc",
"EXCU","Exelon Corporation","40.68","$37.41B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/excu",
"EXPR","Express, Inc.","16.97","$1.4B","2010","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/expr",
"STAY","Extended Stay America, Inc.","13.08","$2.68B","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/stay",
"EXTN","Exterran Corporation","15.13","$531.87M","2015","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/extn",
"EXR","Extra Space Storage Inc","90.46","$11.17B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/exr",
"XOM","Exxon Mobil Corporation","76.7","$319.3B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/xom",
"FNB","F.N.B. Corporation","11.56","$2.03B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnb",
"FNB.PRE","F.N.B. Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnb.pre",
"FNB^E","F.N.B. Corporation","29.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnb^e",
"FN","Fabrinet","23.52","$841.64M","2010","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/fn",
"FDS","FactSet Research Systems Inc.","146.84","$6.05B","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","84.06","$2.61B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fico",
"FMSA","Fairmount Santrol Holdings Inc.","1.53","$246.99M","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/fmsa",
"FPI","Farmland Partners Inc.","10.32","$123.66M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpi",
"FFG","FBL Financial Group, Inc.","57.86","$1.43B","1996","Finance","Life Insurance","http://www.nasdaq.com/symbol/ffg",
"FCB","FCB Financial Holdings, Inc.","31.17","$1.28B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/fcb",
"AGM","Federal Agricultural Mortgage Corporation","28.49","$309.92M","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/agm",
"AGM.A","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm.a",
"AGM.PRA","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm.pra",
"AGM.PRB","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm.prb",
"AGM.PRC","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm.prc",
"AGM^A","Federal Agricultural Mortgage Corporation","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^a",
"AGM^B","Federal Agricultural Mortgage Corporation","26.3499","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^b",
"AGM^C","Federal Agricultural Mortgage Corporation","26.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^c",
"FRT","Federal Realty Investment Trust","150.15","$10.42B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/frt",
"FSS","Federal Signal Corporation","14.43","$896.8M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fss",
"FII","Federated Investors, Inc.","25.72","$2.68B","1998","Finance","Investment Managers","http://www.nasdaq.com/symbol/fii",
"FPT","Federated Premier Intermediate Municipal Income Fund","13.4","$93.56M","2002","n/a","n/a","http://www.nasdaq.com/symbol/fpt",
"FMN","Federated Premier Municipal Income Fund","14.93","$92.36M","2002","n/a","n/a","http://www.nasdaq.com/symbol/fmn",
"FDX","FedEx Corporation","127.28","$35.08B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/fdx",
"FCH","FelCor Lodging Trust Incorporated","6.55","$939.19M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fch",
"FCH.PRA","FelCor Lodging Trust Incorporated","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fch.pra",
"FCH^A","FelCor Lodging Trust Incorporated","24.09","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fch^a",
"RACE","Ferrari N.V.","41.45","$7.83B","2015","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/race",
"FGP","Ferrellgas Partners, L.P.","15.73","$1.54B","1994","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fgp",
"FOE","Ferro Corporation","9.11","$789.83M","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/foe",
"FCAM","Fiat Chrysler Automobiles N.V.","68.18","n/a","2014","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fcam",
"FCAU","Fiat Chrysler Automobiles N.V.","7.61","$12.92B","2014","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fcau",
"FBR","Fibria Celulose S.A.","10.59","$5.87B","1997","Basic Industries","Paper","http://www.nasdaq.com/symbol/fbr",
"FGL","Fidelity and Guaranty Life","25.16","$1.48B","2013","Finance","Life Insurance","http://www.nasdaq.com/symbol/fgl",
"FNF","Fidelity National Financial, Inc.","32.14","$11.36B","2014","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/fnf",
"FNFV","Fidelity National Financial, Inc.","8.98","$3.17B","2014","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/fnfv",
"FIS","Fidelity National Information Services, Inc.","60.04","$16.94B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fis",
"FMO","Fiduciary/Claymore MLP Opportunity Fund","10.29","$338.05M","2004","n/a","n/a","http://www.nasdaq.com/symbol/fmo",
"FSCE","Fifth Street Finance Corp.","23.4458","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsce",
"FAC","First Acceptance Corporation","2","$82.08M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/fac",
"FAF","First American Corporation (The)","33.21","$3.61B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/faf",
"FBP","First BanCorp.","2.16","$464.42M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbp",
"FCF","First Commonwealth Financial Corporation","8.15","$725.03M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcf",
"FDC","First Data Corporation","14.01","$12.6B","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fdc",
"FHN","First Horizon National Corporation","12.36","$2.9B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fhn",
"FHN.PRA","First Horizon National Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhn.pra",
"FHN^A","First Horizon National Corporation","25.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhn^a",
"FR","First Industrial Realty Trust, Inc.","20.43","$2.26B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fr",
"AG","First Majestic Silver Corp.","2.87","$446.36M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ag",
"FMD","First Marblehead Corporation (The)","3.87","$45.2M","2003","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/fmd",
"FNFG^B","First Niagara Financial Group Inc.","26.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnfg^b",
"FPO","First Potomac Realty Trust","10.02","$579.41M","2003","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpo",
"FPO.PRA","First Potomac Realty Trust","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpo.pra",
"FPO^A","First Potomac Realty Trust","25.19","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpo^a",
"FRC","FIRST REPUBLIC BANK","66.48","$9.47B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc",
"FRC.PRA","FIRST REPUBLIC BANK","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc.pra",
"FRC.PRB","FIRST REPUBLIC BANK","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc.prb",
"FRC.PRC","FIRST REPUBLIC BANK","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc.prc",
"FRC.PRD","FIRST REPUBLIC BANK","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc.prd",
"FRC.PRE","FIRST REPUBLIC BANK","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc.pre",
"FRC.PRF","FIRST REPUBLIC BANK","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc.prf",
"FRC^A","FIRST REPUBLIC BANK","25.81","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^a",
"FRC^B","FIRST REPUBLIC BANK","25.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^b",
"FRC^C","FIRST REPUBLIC BANK","25.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^c",
"FRC^D","FIRST REPUBLIC BANK","24.892","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^d",
"FRC^E","FIRST REPUBLIC BANK","27.46","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^e",
"FRC^F","FIRST REPUBLIC BANK","25.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^f",
"FFA","First Trust","11.9","$237.68M","2004","n/a","n/a","http://www.nasdaq.com/symbol/ffa",
"FMY","First Trust","14.39","$60.63M","2005","n/a","n/a","http://www.nasdaq.com/symbol/fmy",
"FAV","First Trust Dividend and Income Fund","7.47","$61.7M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fav",
"FDEU","First Trust Dynamic Europe Equity Income Fund","15.1","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/fdeu",
"FIF","First Trust Energy Infrastructure Fund","12.92","$226.75M","2011","n/a","n/a","http://www.nasdaq.com/symbol/fif",
"FSD","First Trust High Income Long Short Fund","13.39","$482.79M","2010","n/a","n/a","http://www.nasdaq.com/symbol/fsd",
"FPF","First Trust Intermediate Duration Preferred & Income Fund","21.72","$1.32B","2013","n/a","n/a","http://www.nasdaq.com/symbol/fpf",
"FEI           ","First Trust MLP and Energy Income Fund","10.57","$480.3M","2012","n/a","n/a","http://www.nasdaq.com/symbol/fei           ",
"FPL","First Trust New Opportunities MLP & Energy Fund","9.68","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/fpl",
"FCT","First Trust Senior Floating Rate Income Fund II","12.06","$321.97M","2004","n/a","n/a","http://www.nasdaq.com/symbol/fct",
"FGB","First Trust Specialty Finance and Financial Opportunities Fund","5.19","$74.13M","2007","n/a","n/a","http://www.nasdaq.com/symbol/fgb",
"FHY","First Trust Strategic High Income Fund II","10.31","$87.21M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhy",
"FEO","First Trust/Aberdeen Emerging Opportunity Fund","12.09","$64.42M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/feo",
"FAM","First Trust/Aberdeen Global Opportunity Income Fund","9.82","$170.97M","2006","n/a","n/a","http://www.nasdaq.com/symbol/fam",
"FE","FirstEnergy Corporation","32.08","$13.57B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/fe",
"FMER^A","FirstMerit Corporation","25.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmer^a",
"FIT","Fitbit, Inc.","16.77","$3.47B","2015","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/fit",
"OAKS","Five Oaks Investment Corp.","4.53","$66.7M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/oaks",
"OAKS^A","Five Oaks Investment Corp.","14.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oaks^a",
"FVE","Five Star Quality Care, Inc.","2.46","$120.63M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fve",
"FBC","Flagstar Bancorp, Inc.","18.18","$1.03B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fbc",
"DFP","Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.","22.45","$430.07M","2013","n/a","n/a","http://www.nasdaq.com/symbol/dfp",
"PFD","Flaherty & Crumrine Preferred Income Fund Incorporated","12.66","$139.08M","1991","n/a","n/a","http://www.nasdaq.com/symbol/pfd",
"PFO","Flaherty & Crumrine Preferred Income Opportunity Fund Inc","10.4196","$128.15M","1992","n/a","n/a","http://www.nasdaq.com/symbol/pfo",
"FFC","Flaherty & Crumrine Preferred Securities Income Fund Inc","19.47","$846.44M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ffc",
"FLC","Flaherty & Crumrine Total Return Fund Inc","19.24","$190.43M","2003","n/a","n/a","http://www.nasdaq.com/symbol/flc",
"FLT","FleetCor Technologies, Inc.","120.14","$11.07B","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/flt",
"FLTX","Fleetmatics Group PLC","42.5","$1.64B","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/fltx",
"FTK","Flotek Industries, Inc.","5.81","$311.57M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ftk",
"FLO","Flowers Foods, Inc.","20","$4.24B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/flo",
"FLS","Flowserve Corporation","37.36","$4.89B","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/fls",
"FLR","Fluor Corporation","43.99","$6.23B","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/flr",
"FLY","Fly Leasing Limited","11.74","$485.18M","2007","n/a","n/a","http://www.nasdaq.com/symbol/fly",
"FMC","FMC Corporation","34.83","$4.65B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/fmc",
"FTI","FMC Technologies, Inc.","23.93","$5.46B","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/fti",
"FMX","Fomento Economico Mexicano S.A.B. de C.V.","89.16","$6.38B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/fmx",
"FL","Foot Locker, Inc.","66.13","$9.08B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/fl",
"F","Ford Motor Company","12.26","$48.66B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/f",
"FELP","Foresight Energy LP","1.76","$229.06M","2014","Energy","Coal Mining","http://www.nasdaq.com/symbol/felp",
"FCE.A","Forest City Realty Trust, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fce.a",
"FCE.B","Forest City Realty Trust, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fce.b",
"FOR","Forestar Group Inc","9.07","$304.9M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/for",
"FDI","Fort Dearborn Income Securities, Inc.","14.32","$125.67M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdi",
"FIG","Fortress Investment Group LLC","4.32","$1.91B","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/fig",
"FTAI","Fortress Transportation and Infrastructure Investors LLC","9.43","$714.02M","2015","n/a","n/a","http://www.nasdaq.com/symbol/ftai",
"FSM","Fortuna Silver Mines Inc.","2.43","$314.05M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fsm",
"FBHS","Fortune Brands Home & Security, Inc.","47.83","$7.64B","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/fbhs",
"FET","Forum Energy Technologies, Inc.","9.75","$881.51M","2012","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/fet",
"FCPT","Four Corners Property Trust, Inc.","16.57","$708.24M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fcpt",
"FNV","Franco-Nevada Corporation","43.53","$6.88B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fnv",
"FC","Franklin Covey Company","17.62","$286.03M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/fc",
"FSB","Franklin Financial Network, Inc.","28.59","$300.93M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/fsb",
"BEN","Franklin Resources, Inc.","33.37","$20.07B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ben",
"FT","Franklin Universal Trust","5.51","$138.48M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ft",
"FI","Frank&#39;s International N.V.","13.81","$2.14B","2013","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/fi",
"FCX","Freeport-McMoran, Inc.","4.2","$4.85B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fcx",
"FMS","Fresenius Medical Care Corporation","42.37","$25.83B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fms",
"FDP","Fresh Del Monte Produce, Inc.","39.58","$2.07B","1997","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/fdp",
"FRO","Frontline Ltd.","2.15","$1.68B","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/fro",
"FSIC","FS Investment Corporation","7.95","$1.93B","2014","n/a","n/a","http://www.nasdaq.com/symbol/fsic",
"FCN","FTI Consulting, Inc.","32.07","$1.35B","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/fcn",
"FRM","Furmanite Corporation","5.18","$196.89M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/frm",
"FF","FutureFuel Corp.","11.36","$496.57M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ff",
"FXCM","FXCM Inc.","11.03","$59.26M","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/fxcm",
"GCV","Gabelli Convertible and Income Securities Fund, Inc. (The)","4.19","$57.92M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gcv",
"GCV.PRB","Gabelli Convertible and Income Securities Fund, Inc. (The)","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gcv.prb",
"GCV^B","Gabelli Convertible and Income Securities Fund, Inc. (The)","26.23","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gcv^b",
"GDV","Gabelli Dividend","16.07","$1.33B","2003","n/a","n/a","http://www.nasdaq.com/symbol/gdv",
"GDV.PRA","Gabelli Dividend","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gdv.pra",
